id,parentid,level,name
13614271,145,4,North Kamagambo (Rongo)
13613731,23404,4,North Kadem (Nyatike)
13614813,71631,4,North Horr (North Horr)
13615853,45417,4,North Gem (Gem)
13615418,45,4,North East Bunyore (Emuhaya)
13613681,150,4,North Alego (Alego Usonga)
13609639,58,4,Nkuene (Imenti South)
13612481,198074,4,Nkondi (Tharaka South)
13615955,72172,4,Nkomo (Tigania West)
13612671,132,4,Nkareta (Narok North)
13613436,60,4,Nkaimurunya (Kajiado North)
13612431,66430,4,Njukiine (Kirinyaga East)
13613145,62876,4,Njoro (Njoro)
13614174,23398,4,Njiru (Kasarani)
13612895,3129987,4,Njia (Igembe Central)
13616290,274686,4,Njabani/Kiburu (Kinangop)
13617188,23499,4,Nguutani (Mwingi West)
13618352,500873,4,Nguumo (Kibwezi West)
13618350,500873,4,Nguu/Masumba (Kibwezi West)
13617166,121,4,Nguni (Mwingi Central)
13613432,60,4,Ngong (Kajiado North)
13775693,87,4,Ngomeni (Mwingi North)
13612488,159,4,Ngoliba (Thika Town)
13612440,153,4,Ngolia (Voi)
13615835,89,4,Ngobit (Laikipia East)
15434345,118,4,Nginda (Muranga South)
13613838,5206201,4,Nginda (Manyatta)
13611790,249509,4,Ngewa (Githunguri)
13907239,173,4,Ngeria (Kapseret)
13907435,2891589,4,Ngenyilel (Turbo)
13611840,49,4,Ngenda (Gatundu South)
13614378,6458860,4,Ngei (Mathare)
13612347,70,4,Ngecha Tigoni (Limuru)
13612429,66430,4,Ngariama (Kirinyaga East)
13655268,59,4,Ngare Mara (Isiolo)
13615609,23396,4,Ngara (Starehe)
13614460,79041,4,Ng'araria (Kandara)
13589692,6458693,4,Ngando (Dagoretti South)
13613136,62876,4,Nessuit (Njoro)
13612536,101,4,Neboi (Mandera East)
13618118,69,4,Ndumberi (Kiambu Town)
13613776,148,4,Ndoto (Samburu North)
13612193,32,4,Ndivisi (Webuye East)
13613582,70009,4,Ndithini (Masinga)
13615748,1480068,4,Ndenderu (Kiambaa)
13612345,70,4,Ndeiya (Limuru)
6538688,74,4,Ndavaya (Kinango)
13611830,49,4,Ndarugu (Gatundu South)
13621433,29,4,Ndaraweta (Bomet Central)
13621478,151,4,Ndanai/Abosi (Sotik)
22888794,33,4,Ndalu (Tongaren)
13612367,130,4,Ndalat (Mosop)
13610510,175,4,Ndalani (Yatta)
13612470,274715,4,Naromoru/Kiamathaga (Kieni East)
13612692,132,4,Narok Town (Narok North)
13615833,89,4,Nanyuki (Laikipia East)
13616365,46,4,Nanighi (Fafi)
13615579,149,4,Nangina (Samia)
13612242,129,4,Nandi Hills (Nandi Hills)
13614654,63430,4,Nanaam (Turkana West)
13612246,35,4,Namwela (Sirisia)
13615577,149,4,Namboboto-nambuku (Samia)
13613764,52016,4,Nambale (Nambale)
13616476,23529,4,Namamali (Matungu)
13612300,126,4,Nakuru East (Nakuru East)
13615515,63430,4,Nakalale (Turkana West)
13612506,125,4,Naivasha East (Naivasha)
22886089,33,4,Naitiri/Kabuyefwe (Tongaren)
13613398,124,4,Nairobi West (Langata)
13615599,23396,4,Nairobi South (Starehe)
13624371,23396,4,Nairobi Central (Starehe)
13615797,8486261,4,Naikarra (Narok West)
13615176,274645,4,Nachu (Kikuyu)
13613772,148,4,Nachola (Samburu North)
13615941,164,4,Nabiswa (Kiminini)
15355084,71633,4,Naathu (Igembe North)
13615708,138,4,Mwiyogo/Endarasha (Kieni West)
13612265,96,4,Mwimbi (Mwimbi)
13618389,63759,4,Mwiki (Ruiru)
13614172,23398,4,Mwiki (Kasarani)
13618387,63759,4,Mwihoko (Ruiru)
13615324,3029771,4,Mwibona (Luanda)
9203873,3573993,4,Mwereni (Lunga Lunga)
13615704,138,4,Mweiga (Kieni West)
13610022,67202,4,Mwea (Mbeere South)
13617048,45819,4,Mwawesa (Rabai)
6592427,74,4,Mwavumbo (Kinango)
13613629,45834,4,Mwatate (Mwatate)
13617070,3573906,4,Mwarakaya (Kilifi South)
13615753,56,4,Mwangathia (Imenti Central)
13609799,45833,4,Mwanda/Mgange (Wundanyi)
13617045,65,4,Mwanamwinga (Kaloleni)
13613820,112,4,Mwakirunge (Kisauni)
13615251,97,4,Muvuti/Kiima-kimwe (Machakos)
13609675,98,4,Muvau/Kikumini (Makueni)
13590658,6458693,4,Mutu-ini (Dagoretti South)
13617192,70098,4,Mutongoni (Kitui West)
13617113,119,4,Mutomo (Kitui South)
13615250,97,4,Mutituni (Machakos)
13617127,70087,4,Mutitu/Kaliku (Kitui East)
13614055,66431,4,Mutithi (Kirinyaga North/Mwea West)
26407624,66094,4,Mutira (Kirinyaga Central)
26407633,23497,4,Muthwani (Athi River)
13616621,79039,4,Muthithi (Kigumo)
13612802,120,4,Muthetheni (Mwala)
26407635,70009,4,Muthesya (Masinga)
13618441,72170,4,Muthara (Tigania East)
49929422,26407661,4,Muthambi (Muthambi)
13617118,119,4,Mutha (Kitui South)
13621432,29,4,Mutarakwa (Bomet Central)
13610599,34,4,Musikoma (Kanduyi)
13616748,2520772,4,Musanda (Mumias West)
13616289,274686,4,Murungaru (Kinangop)
13614459,79041,4,Muruka (Kandara)
26407630,66432,4,Murinduko (Kirinyaga South)
13613392,61230,4,Murindati (Gilgil)
13616422,62,4,Murhanda (Shinyalu)
13609748,78938,4,Murera (Juja)
13612211,117,4,Murarandia (Kiharu)
13610050,57,4,Municipality (Imenti North)
13615771,168,4,Mungoma (Vihiga)
13617177,87,4,Mumoni (Mwingi North)
13612054,107,4,Muminji (Mbeere North)
13616747,2520772,4,Mumias North (Mumias West)
13616745,2520772,4,Mumias Central (Mumias West)
13615247,97,4,Mumbuni North (Machakos)
13612401,82,4,Mumberes/Maji Mazuri (Koibatek)
13617110,81,4,Mulango (Kitui Central)
13615068,52028,4,Mukuyuni (Kabuchai)
13611683,58409,4,Mukutani (Marigat)
13612566,167962,4,Mukurwe-ini West (Mukurweini)
13612565,167962,4,Mukurwe-ini Central (Mukurweini)
13611801,76,4,Mukure (Kirinyaga West)
13612478,158,4,Mukothima (Tharaka North)
13615873,500879,4,Mukaa (Kilome)
13617167,121,4,Mui (Mwingi Central)
13613730,23404,4,Muhuru (Nyatike)
13610287,52,4,Muhudu (Hamisi)
13615630,113830,4,Muhoroni Koru (Muhoroni)
13614785,109,4,Mugwe (Chuka)
15502251,66435,4,Muguru (Kangema)
13615700,138,4,Mugunda (Kieni West)
13613394,124,4,Mugumo-ini (Langata)
13655561,78939,4,Mugumo-ini (Gatanga)
13615271,1480070,4,Muguga (Kabete)
13612210,117,4,Mugoiri (Kiharu)
13618070,90,4,Mugogodo West (Laikipia North)
13618068,90,4,Mugogodo East (Laikipia North)
13615744,1480068,4,Muchatha (Kiambaa)
13615244,97,4,Mua (Machakos)
13613496,112,4,Mtopanga (Kisauni)
13614771,45821,4,Mtongwe (Likoni)
13612533,500872,4,Mtito Andei (Kibwezi East)
13617068,3573906,4,Mtepeni (Kilifi South)
13616504,113,4,Moyale Township (Moyale)
13613324,6459121,4,Mowlem (Embakasi West)
13614036,23397,4,Mountain View (Westlands)
13612135,163,4,Motosiet (Cherangany)
13617019,51,4,Moticho (South Mugirango)
13615719,61109,4,Mosop (Rongai)
13613303,8486260,4,Mosiro (Narok East)
13612302,2839512,4,Mosiro (Kajiado West)
13617032,54297,4,Monyerero (Kitutu Chache North)
13618049,111,4,Molo (Molo)
13615026,84,4,Mokerero (Kuria West)
13907337,43,4,Moi's Bridge (Soy)
13907174,42,4,Moiben (Moiben)
13612656,104,4,Moiben/Kuserwo (Marakwet West)
13615084,58549,4,Mogotio (Mogotio)
13615843,64601,4,Mogondo (Transmara East)
13621456,63143,4,Mogogosiek (Konoin)
13614793,88,4,Modogashe (Lagdera)
13611680,58409,4,Mochongoi (Marigat)
13617058,3573903,4,Mnarani (Kilifi North)
13612409,174,4,Mnagei (West Pokot)
51036097,6458860,4,Mlango Kubwa (Mathare)
13615312,93,4,Mkunumbi (Lamu West)
6592574,85,4,Mkongani (Matuga)
13655362,3557454,4,Mkomani (Nyali)
13615306,93,4,Mkomani (Lamu West)
13613641,46109,4,Mji Wa Kale/Makadara (Mvita)
13613494,112,4,Mjambere (Kisauni)
13615628,113830,4,Miwani (Muhoroni)
13609634,58,4,Mitunguu (Imenti South)
13612264,26407661,4,Mitheru (Muthambi)
13613680,23498,4,Mitamboni (Kathiani)
13613387,10347918,4,Misikhu (Webuye West)
13612223,3555921,4,Miritini (Jomvu)
13615336,79767,4,Mirangine (Olkalou)
22886212,33,4,Milima (Tongaren)
13616644,72170,4,Mikinduri (Tigania East)
26407654,155,4,Mikinduni (Galole)
13612222,3555921,4,Mikindani (Jomvu)
13612189,32,4,Mihuu (Webuye East)
26407645,6459069,4,Mihango (Embakasi East)
13617184,23499,4,Migwani (Mwingi West)
13615888,52345915,4,Migosi (Kisumu Central)
13617096,81,4,Miambani (Kitui Central)
13621436,54482,4,Mfangano Island (Mbita)
13618196,69331,4,Metkei (Keiyo South)
13621472,2435836,4,Merigi (Bomet East)
13615711,61109,4,Menengai West (Rongai)
13612282,126,4,Menengai (Nakuru East)
13612667,132,4,Melili (Narok North)
13610194,133,4,Melelo (Narok South)
13609413,31,4,Mekenene (Borabu)
13907221,173,4,Megun (Kapseret)
13615048,500865,4,Mbooni (Mbooni)
13612438,153,4,Mbololo (Voi)
13615092,156,4,Mboghoni (Taveta)
13612795,120,4,Mbiuni (Mwala)
13613356,98,4,Mbitini (Makueni)
13617144,70091,4,Mbitini (Kitui Rural)
13612208,117,4,Mbiri (Kiharu)
26407642,72172,4,Mbeu (Tigania West)
13609986,67202,4,Mbeti South (Mbeere South)
13613822,5206201,4,Mbeti North (Manyatta)
13613340,61230,4,Mbaruk/Eburu (Gilgil)
22886039,33,4,Mbakalo (Tongaren)
13616474,23529,4,Mayoni (Matungu)
13618407,38,4,Mayenje (Matayos)
13610012,67202,4,Mavuria (Mbeere South)
13613353,98,4,Mavindini (Makueni)
13612554,95,4,Mautuma (Lugari)
13613130,62876,4,Mau Narok (Njoro)
13613120,62876,4,Mauche (Njoro)
15394882,54,4,Maua (Igembe South)
13610505,175,4,Matuu (Yatta)
13612986,70051,4,Matungulu West (Matungulu)
13612981,70051,4,Matungulu North (Matungulu)
13612976,70051,4,Matungulu East (Matungulu)
13615911,3946209,4,Matumbei (Endebess)
13609908,10347918,4,Matulo (Webuye West)
13617056,3573903,4,Matsangoni (Kilifi North)
13613323,6458994,4,Matopeni/Spring Valley (Embakasi Central)
13612380,3976864,4,Matisi (Saboti)
13617194,70098,4,Matinyani (Kitui West)
13613657,6458824,4,Mathare North (Ruaraka)
13618405,38,4,Matayos South (Matayos)
13615052,156,4,Mata (Taveta)
13616492,62848,4,Matapato South (Kajiado Central)
13616491,62848,4,Matapato North (Kajiado Central)
13616388,141,4,Masool (Pokot Central)
13612532,500872,4,Masongaleni (Kibwezi East)
13615635,113830,4,Masogo/Nyang'oma (Muhoroni)
13613590,70009,4,Masinga Central (Masinga)
13616998,55213,4,Masimba (Nyaribari Masaba)
13612790,120,4,Masii (Mwala)
13616972,54405,4,Masige West (Bobasi)
13616965,54405,4,Masige East (Bobasi)
13615261,55,4,Masalani (Ijara)
13615023,84,4,Masaba (Kuria West)
16648209,153,4,Marungu (Voi)
13618658,105,4,Marsabit Central (Saku)
13615919,91,4,Marmanet (Laikipia West)
13615886,52345915,4,Market Milimani (Kisumu Central)
13612287,23399,4,Maringo/Hamza (Makadara)
13612477,198074,4,Marimanti (Tharaka South)
13611679,58409,4,Marigat (Marigat)
13618017,111,4,Mariashoni (Molo)
13614759,13614693,4,Mariani (Igambangombe)
13617042,65,4,Mariakani (Kaloleni)
13615110,39,4,Marenyo-shianda (Butere)
13617034,54297,4,Marani (Kitutu Chache North)
13615793,8486261,4,Mara (Narok West)
13615105,39,4,Marama West (Butere)
13615093,39,4,Marama South (Butere)
13615103,39,4,Marama North (Butere)
13589084,39,4,Marama Central (Butere)
13611914,146,4,Maralal (Samburu Central)
13612183,32,4,Maraka (Webuye East)
13610593,34,4,Marakaru/Tuuti (Kanduyi)
13617078,46121,4,Marafa (Magarini)
13617980,23528,4,Marachi West (Butula)
26407616,23528,4,Marachi North (Butula)
13617977,23528,4,Marachi East (Butula)
13617975,23528,4,Marachi Central (Butula)
13615884,79,4,Manyatta B (Kisumu East)
13613518,274247,4,Mang'u (Gatundu North)
13612182,103,4,Manga (Manga)
26407618,63,4,Manda-shivanga (Malava)
13613474,274784,4,Malkamari (Banissa)
13616249,170,4,Malkagufu (Wajir North)
13617083,99,4,Malindi Town (Malindi)
13613379,61230,4,Malewa West (Gilgil)
13612245,35,4,Malakisi/South Kulisiru (Sirisia)
13614083,116,4,Malaha/Isongo/Makunga (Mumias East)
13613047,23527,4,Malaba South (Teso North)
13614395,23527,4,Malaba North (Teso North)
13613032,23527,4,Malaba Central (Teso North)
15431001,118,4,Makuyu (Muranga South)
13612806,120,4,Makutano/Mwala (Mwala)
13612127,163,4,Makutano (Cherangany)
13612292,23399,4,Makongeni (Makadara)
13618348,500873,4,Makindu (Kibwezi West)
13615405,6458775,4,Makina (Kibra)
13610002,67202,4,Makima (Mbeere South)
13616985,50,4,Majoge Basi (Bomachoge Chache)
13610204,133,4,Maji Moto/Naroosura (Narok South)
13613640,46109,4,Majengo (Mvita)
13612505,125,4,Mai Mahiu (Naivasha)
13614810,71631,4,Maikona (North Horr)
13615013,156,4,Mahoo (Taveta)
13611628,139,4,Mahiga (Nyeri South)
13612392,61,4,Mahiakalo (Lurambi)
13612205,54468,4,Magwagwa (Nyamira North)
13612235,274709,4,Magutu (Mathira East)
13616285,274686,4,Magumu (Kinangop)
13614740,109,4,Magumoni (Chuka)
13612176,103,4,Magombo (Manga)
13613490,112,4,Magogoni (Kisauni)
13616989,54387,4,Magenche (Bomachoge Borabu)
13617076,46121,4,Magarini (Magarini)
13612301,2839512,4,Magadi (Kajiado West)
13613382,52060,4,Maeni (Kimilili)
13612503,125,4,Maeilla (Naivasha)
26407650,45832,4,Madogo (Bura)
6592420,74,4,Mackinon Road (Kinango)
13612378,3976864,4,Machewa (Saboti)
13615255,97,4,Machakos Central (Machakos)
13613728,23404,4,Macalder/Kanyarwanda (Nyatike)
13614372,6458860,4,Mabatini (Mathare)
13614786,88,4,Maalamin (Lagdera)
13618547,23525,4,Lyaduywa/Izava (Sabatia)
13612552,95,4,Lwandeti (Lugari)
13612243,35,4,Lwandanyi (Sirisia)
13614085,116,4,Lusheya/Lubinu (Mumias East)
13612550,95,4,Lumakanda (Lugari)
13612548,95,4,Lugari (Lugari)
13615769,168,4,Lugaga-wamuluma (Vihiga)
13613655,6458824,4,Lucky Summer (Ruaraka)
13615322,3029771,4,Luanda Township (Luanda)
13615321,3029771,4,Luanda South (Luanda)
13614334,6459069,4,Lower Savannah (Embakasi East)
13613666,23498,4,Lower Kaewa/Kaani (Kathiani)
13614650,63430,4,Lopur (Turkana West)
13613819,146,4,Loosuk (Samburu Central)
13621469,2435836,4,Longisa (Bomet East)
13615209,5550020,4,London (Nakuru West)
13614449,63109,4,Londiani (Kipkelion East)
13616383,141,4,Lomut (Pokot Central)
13615535,162,4,Lolgorian (Transmara West)
13613751,64982,4,Lokori/Kochodin (Turkana East)
13615827,63132,4,Lokiriama/Lorengippi (Loima)
13614649,63430,4,Lokichoggio (Turkana West)
13614761,167,4,Lokichar (Turkana South)
13614003,92,4,Loiyangalani (Laisamis)
13615487,69867053,4,Loiyamorok ()
13610183,133,4,Loita (Narok South)
13615821,63132,4,Loima (Loima)
13613998,92,4,Loglogo (Laisamis)
13612528,165,4,Lodwar Township (Turkana Central)
13613816,146,4,Lodokejek (Samburu Central)
13614758,167,4,Lobokat (Turkana South)
13640923,37,4,Litein (Bureti)
13615401,6458775,4,Lindi (Kibra)
13612342,70,4,Limuru East (Limuru)
13612339,70,4,Limuru Central (Limuru)
13612254,51969,4,Likuyani (Likuyani)
13613977,45821,4,Likoni (Likoni)
13613964,274777,4,Liboi (Dadaab)
15240278,274785,4,Libehia (Lafey)
13614643,63430,4,Letea (Turkana West)
13611854,135,4,Leshau/Pondo (Ndaragwa)
13612403,82,4,Lembus/Perkerra (Koibatek)
13776712,82,4,Lembus Kwen (Koibatek)
13612400,82,4,Lembus (Koibatek)
13612355,3050816,4,Lelmoko/Ngechek (Chesumei)
13618427,62951,4,Lelan (Pokot South)
13612653,104,4,Lelan (Marakwet West)
13615552,99209,4,Lari/Kirenga (Lari)
13613114,62876,4,Lare (Njoro)
13615512,166,4,Lapur (Turkana North)
13907247,173,4,Langas (Kapseret)
13615680,127,4,Lanet/Umoja (Nakuru North)
13615598,23396,4,Landimawe (Starehe)
13617738,54482,4,Lambwe (Mbita)
13612311,274787,4,Lakoley South/Basir (Eldas)
13615511,166,4,Lakezone (Turkana North)
28221865,125,4,Lake View (Naivasha)
13613994,92,4,Laisamis (Laisamis)
13615399,6458775,4,Laini Saba (Kibra)
26407637,102,4,Lagsure (Mandera West)
13618459,171,4,Lagboghoi South (Wajir South)
13615665,274785,4,Lafey (Lafey)
13613962,274777,4,Labisgale (Dadaab)
13617173,87,4,Kyuso (Mwingi North)
13617187,23499,4,Kyome/Thaana (Mwingi West)
13615190,5206202,4,Kyeni South (Runyenjes)
13615185,5206202,4,Kyeni North (Runyenjes)
13612969,70051,4,Kyeleni (Matungulu)
13617107,81,4,Kyangwithya West (Kitui Central)
13617099,81,4,Kyangwithya East (Kitui Central)
13617149,70091,4,Kwavonza/Yatta (Kitui Rural)
13615566,1741070,4,Kwa (Suna East)
13613335,6458924,4,Kwa Reuben (Embakasi South)
13613337,6458924,4,Kware (Embakasi South)
13613320,86,4,Kwanza (Kwanza)
13613334,6458924,4,Kwa Njenga (Embakasi South)
13617195,70098,4,Kwamutonga/Kithumula (Kitui West)
13628387,23405,4,Kwabwai (Ndhiwa)
57972250,13616269,4,Kutulo (Kutulo)
13612366,130,4,Kurgung/Surungai (Mosop)
13616525,75,4,Kunyak (Kipkelion West)
13613970,94,4,Kuku (Loitokitok)
13907326,43,4,Kuinet/Kapsuswa (Soy)
6592571,85,4,Kubo South (Matuga)
13616472,23529,4,Koyonzo (Matungu)
13618228,131,4,Koyo/Ndurio (Aldai)
13615820,63132,4,Kotaruk/Lobei (Loima)
13612353,3050816,4,Kosirai (Chesumei)
13613993,92,4,Korr/Ngurunit (Laisamis)
13616245,170,4,Korondile (Wajir North)
13613654,6458824,4,Korogocho (Ruaraka)
13612234,274709,4,Konyu (Mathira East)
13655114,3557454,4,Kongowea (Nyali)
13612252,51969,4,Kongoni (Likuyani)
13621444,63144,4,Kong'asis (Chepalungu)
13615882,52345915,4,Kondele (Kisumu Central)
13611784,249509,4,Komothai (Githunguri)
13612375,6458994,4,Komarock (Embakasi Central)
13617610,79,4,Kolwa East (Kisumu East)
13615877,79,4,Kolwa Central (Kisumu East)
13615454,41,4,Kolowa (East Pokot)
13615241,68680407,4,Kola (Kalama)
13610360,2821613,4,Kokwanyo/Kakelo (Kabondo Kasipul)
13613945,2821613,4,Kojwach (Kabondo Kasipul)
13612398,82,4,Koibatek (Koibatek)
13612463,142,4,Kodich (Pokot North)
13633630,2302339,4,Kochia (Rangwe)
13613880,137,4,Kobura (Nyando)
13618224,131,4,Kobujoi (Aldai)
13612461,142,4,Kiwawa (Pokot North)
13612262,126,4,Kivumbuni (Nakuru East)
13617161,121,4,Kivou (Mwingi Central)
13613578,70009,4,Kivaa (Masinga)
13618385,63759,4,Kiuu (Ruiru)
13610621,45820,4,Kiunga (Lamu East)
26407670,1741135,4,Kitutu Central (Kitutu Chache South)
13614034,23397,4,Kitisuru (Westlands)
13613351,98,4,Kitise/Kithuki (Makueni)
13615045,500865,4,Kithungo/Kitundu (Mbooni)
13613808,5206201,4,Kithimu (Manyatta)
13610497,175,4,Kithimani (Yatta)
13615040,500865,4,Kiteta-kisau (Mbooni)
13663516,274809,4,Kitengela (Kajiado East)
13612494,406263,4,Kisumu North (Kisumu West)
13618791,71563,4,Kisima (Buuri)
13617007,1741129,4,Kisii Central (Nyaribari Chache)
13612275,37,4,Kisiara (Bureti)
13616726,51978,4,Kisa West (Khwisero)
13617152,70091,4,Kisasi (Kitui Rural)
13616724,51978,4,Kisa North (Khwisero)
13615081,58549,4,Kisanana (Mogotio)
13616722,51978,4,Kisa East (Khwisero)
13616718,51978,4,Kisa Central (Khwisero)
13616675,66433,4,Kiru (Mathioya)
13611849,135,4,Kiritta (Ndaragwa)
13615504,274705,4,Kirimukuyu (Mathira West)
13613794,5206201,4,Kirimari (Manyatta)
13612352,3050816,4,Kiptuiya (Chesumei)
13615975,63433,4,Kiptororo (Kuresoi North)
13616261,5550018,4,Kiptagich (Kuresoi South)
13621480,151,4,Kipsonoi (Sotik)
13907307,43,4,Kipsomba (Soy)
13621466,2435836,4,Kipreres (Bomet East)
13907395,2891589,4,Kiplombe (Turbo)
13907228,173,4,Kipkenyo (Kapseret)
26407620,75,4,Kipkelion (Kipkelion West)
13612363,130,4,Kipkaren (Mosop)
13615170,274688,4,Kipipiri (Kipipiri)
26407660,154,4,Kipini West (Garsen)
26407659,154,4,Kipini East (Garsen)
13615816,73,4,Kipevu (Changamwe)
13614408,68,4,Kipchimchim (Ainamoi)
13614407,68,4,Kipchebor (Ainamoi)
13617185,23499,4,Kiomo/Kyethani (Mwingi West)
13617006,1741129,4,Kiogoro (Nyaribari Chache)
13612376,3976864,4,Kinyoro (Saboti)
13616619,79039,4,Kinyona (Kigumo)
13615146,274645,4,Kinoo (Kikuyu)
6592511,114,4,Kinondo (Msambweni)
13613789,47,4,Kinna (Garbatulla)
13618433,72170,4,Kinguchwa (Tigania East)
13617972,23528,4,Kingandole (Butula)
13610302,23497,4,Kinanie (Athi River)
6538637,74,4,Kinango (Kinango)
13615548,99209,4,Kinale (Lari)
26407653,155,4,Kinakomba (Galole)
13907193,42,4,Kimumu (Moiben)
13621455,63143,4,Kimulot (Konoin)
15430963,118,4,Kimorori/Wempa (Muranga South)
13615534,162,4,Kimintet (Transmara West)
13615927,164,4,Kiminini (Kiminini)
13613381,52060,4,Kimilili (Kimilili)
13613969,94,4,Kimana (Loitokitok)
13615869,500879,4,Kima Kiu/Kalanzoni (Kilome)
13614628,51968,4,Kimaeti (Bumula)
13613455,274784,4,Kilwehiri (Banissa)
15393895,500881,4,Kilungu (Kaiti)
13589126,6458667,4,Kilimani (Dagoretti North)
13615596,128,4,Kilibwoni (Emgwen)
13615532,162,4,Kilgoris Central (Transmara West)
13589210,6458667,4,Kileleshwa (Dagoretti North)
13647048,274645,4,Kikuyu (Kikuyu)
13618346,500873,4,Kikumbulyu South (Kibwezi West)
13618344,500873,4,Kikumbulyu North (Kibwezi West)
13617335,99209,4,Kijabe (Lari)
13645894,71563,4,Kiirua/Naari (Buuri)
13611800,76,4,Kiine (Kirinyaga West)
13612517,78939,4,Kihumbu-ini (Gatanga)
13613104,62876,4,Kihingo (Njoro)
13615741,1480068,4,Kihara (Kiambaa)
13618412,79039,4,Kigumo (Kigumo)
13613243,167960,4,Kiganjo/Mathari (Nyeri Central)
13611824,49,4,Kiganjo (Gatundu South)
15394856,54,4,Kiegoi/Antubochiu (Igembe South)
13613414,1210148,4,Kibish (Kibish)
13633969,54144,4,Kibiri (Karachuonyo)
13645837,71563,4,Kibirichia (Buuri)
13609854,52060,4,Kibingei (Kimilili)
13612783,120,4,Kibauni (Mwala)
13617055,3573903,4,Kibarani (Kilifi North)
26407641,72172,4,Kianjai (Tigania West)
13611820,49,4,Kiamwangi (Gatundu South)
13616996,55213,4,Kiamokama (Nyaribari Masaba)
13609995,67202,4,Kiambere (Mbeere South)
13615679,127,4,Kiamaina (Nakuru North)
13614370,6458860,4,Kiamaiko (Mathare)
13615760,56,4,Kiagu (Imenti Central)
13609401,31,4,Kiabonyoru (Borabu)
13618525,169,4,Khorof/Harar (Wajir East)
13616470,23529,4,Kholera (Matungu)
13614613,51968,4,Khasoko (Bumula)
13612523,101,4,Khalalio (Mandera East)
13616469,23529,4,Khalaba (Matungu)
13610590,34,4,Khalaba (Kanduyi)
13615530,162,4,Keyian (Transmara West)
13617009,1741129,4,Keumbu (Nyaribari Chache)
26407623,66094,4,Kerugoya (Kirinyaga Central)
13612527,165,4,Kerio Delta (Turkana Central)
13616259,5550018,4,Keringet (Kuresoi South)
13614302,274809,4,Kenyawa-poka (Kajiado East)
13633976,54144,4,Kendu Bay Town (Karachuonyo)
13618223,131,4,Kemeloi-maraba (Aldai)
13621465,2435836,4,Kembu (Bomet East)
13613317,86,4,Keiyo (Kwanza)
13617037,54297,4,Kegogi (Kitutu Chache North)
13613297,8486260,4,Keekonyokie (Narok East)
13612298,2839512,4,Keekonyokie (Kajiado West)
15393991,500881,4,Kee (Kaiti)
13614444,63109,4,Kedowa/Kimugul (Kipkelion East)
13612373,6458994,4,Kayole South (Embakasi Central)
13612371,6458994,4,Kayole North (Embakasi Central)
